,AutoCorrelation,CfsSubsetEval_DecisionStumpAUC,CfsSubsetEval_DecisionStumpErrRate,CfsSubsetEval_DecisionStumpKappa,CfsSubsetEval_NaiveBayesAUC,CfsSubsetEval_NaiveBayesErrRate,CfsSubsetEval_NaiveBayesKappa,CfsSubsetEval_kNN1NAUC,CfsSubsetEval_kNN1NErrRate,CfsSubsetEval_kNN1NKappa,ClassEntropy,DecisionStumpAUC,DecisionStumpErrRate,DecisionStumpKappa,Dimensionality,EquivalentNumberOfAtts,J48.00001.AUC,J48.00001.ErrRate,J48.00001.Kappa,J48.0001.AUC,J48.0001.ErrRate,J48.0001.Kappa,J48.001.AUC,J48.001.ErrRate,J48.001.Kappa,MajorityClassPercentage,MajorityClassSize,MaxAttributeEntropy,MaxKurtosisOfNumericAtts,MaxMeansOfNumericAtts,MaxMutualInformation,MaxNominalAttDistinctValues,MaxSkewnessOfNumericAtts,MaxStdDevOfNumericAtts,MeanAttributeEntropy,MeanKurtosisOfNumericAtts,MeanMeansOfNumericAtts,MeanMutualInformation,MeanNoiseToSignalRatio,MeanNominalAttDistinctValues,MeanSkewnessOfNumericAtts,MeanStdDevOfNumericAtts,MinAttributeEntropy,MinKurtosisOfNumericAtts,MinMeansOfNumericAtts,MinMutualInformation,MinNominalAttDistinctValues,MinSkewnessOfNumericAtts,MinStdDevOfNumericAtts,MinorityClassPercentage,MinorityClassSize,NaiveBayesAUC,NaiveBayesErrRate,NaiveBayesKappa,NumberOfBinaryFeatures,NumberOfClasses,NumberOfFeatures,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures,PercentageOfBinaryFeatures,PercentageOfInstancesWithMissingValues,PercentageOfMissingValues,PercentageOfNumericFeatures,PercentageOfSymbolicFeatures,Quartile1AttributeEntropy,Quartile1KurtosisOfNumericAtts,Quartile1MeansOfNumericAtts,Quartile1MutualInformation,Quartile1SkewnessOfNumericAtts,Quartile1StdDevOfNumericAtts,Quartile2AttributeEntropy,Quartile2KurtosisOfNumericAtts,Quartile2MeansOfNumericAtts,Quartile2MutualInformation,Quartile2SkewnessOfNumericAtts,Quartile2StdDevOfNumericAtts,Quartile3AttributeEntropy,Quartile3KurtosisOfNumericAtts,Quartile3MeansOfNumericAtts,Quartile3MutualInformation,Quartile3SkewnessOfNumericAtts,Quartile3StdDevOfNumericAtts,REPTreeDepth1AUC,REPTreeDepth1ErrRate,REPTreeDepth1Kappa,REPTreeDepth2AUC,REPTreeDepth2ErrRate,REPTreeDepth2Kappa,REPTreeDepth3AUC,REPTreeDepth3ErrRate,REPTreeDepth3Kappa,RandomTreeDepth1AUC,RandomTreeDepth1ErrRate,RandomTreeDepth1Kappa,RandomTreeDepth2AUC,RandomTreeDepth2ErrRate,RandomTreeDepth2Kappa,RandomTreeDepth3AUC,RandomTreeDepth3ErrRate,RandomTreeDepth3Kappa,StdvNominalAttDistinctValues,kNN1NAUC,kNN1NErrRate,kNN1NKappa
342,0.470588235,0.739383013,0.326923077,0.424479167,0.739383013,0.326923077,0.424479167,0.739383013,0.326923077,0.424479167,1.314320487,0.716059982,0.365384615,0.321428571,0.461538462,4.031728802,0.728250916,0.288461538,0.511278195,0.728250916,0.288461538,0.511278195,0.728250916,0.288461538,0.511278195,46.15384615,24,4.262093804,1.071877666,1735.980769,0.640867602,22,0.923062948,325.2718616,2.692037478,-0.217570331,303.240845,0.32599427,7.257928827,8.25,0.256052668,68.57623044,1.57662122,-0.825555611,4.7946,0.154752954,3,-0.792985355,2.061223553,7.692307692,4,0.775641026,0.307692308,0.436314363,0,3,24,52,9,39,20,4,0,17.30769231,3.125,83.33333333,16.66666667,1.57662122,-0.498817639,9.990384615,0.154752954,-0.112863979,4.86914099,2.23739741,-0.276748972,85.14293478,0.182362253,0.332322243,28.46287055,4.262093804,-0.077998927,467.1951923,0.640867602,0.5127005,105.2853051,0.682348901,0.423076923,0.214285714,0.682348901,0.423076923,0.214285714,0.682348901,0.423076923,0.214285714,0.616300366,0.423076923,0.255208333,0.616300366,0.423076923,0.255208333,0.616300366,0.423076923,0.255208333,9.215023965,0.657738095,0.384615385,0.322916667
343,0.612903226,0.541217588,0.46031746,0.009756098,0.541217588,0.46031746,0.009756098,0.541217588,0.46031746,0.009756098,1.312838536,0.53401735,0.523809524,0.041493776,0.507936508,7.756241682,0.644185548,0.396825397,0.213679481,0.644185548,0.396825397,0.213679481,0.644185548,0.396825397,0.213679481,60.31746032,38,2.807354922,42.42339848,30.51746032,0.334518691,7,6.088530754,20.70601081,1.839015854,5.168147518,13.59196943,0.169262201,9.864893915,4,1.283048349,9.669233684,1.378783493,-1.040013223,0.426031746,0.078654699,3,-0.436077493,1.088534883,1.587301587,1,0.76807115,0.365079365,0.271493213,0,4,32,63,0,0,27,5,0,0,0,84.375,15.625,1.430328245,-0.324200314,5.653174603,0.080248673,0.346713982,5.377496067,1.584962501,0.957144907,13.79809524,0.131937706,0.679621244,9.403000807,2.501756817,4.783937088,19.67380952,0.295600223,2.103757645,13.4081567,0.563963874,0.444444444,-0.005128205,0.563963874,0.444444444,-0.005128205,0.563963874,0.444444444,-0.005128205,0.728415641,0.285714286,0.462049336,0.728415641,0.285714286,0.462049336,0.728415641,0.285714286,0.462049336,1.732050808,0.54587652,0.492063492,0.08180536
344,-10.4180899,,,,,,,,,,,,,,0.000269819,,,,,,,,,,,,,,-0.471856283,1100.270972,,3,0.973764977,115.2730373,,-1.000765014,170.3379829,,,2.333333333,-0.023318235,25.3102865,,-1.205463729,-12.49774614,,2,-0.834842791,0.576975998,,,,,,2,0,11,40768,0,0,8,3,18.18181818,0,0,72.72727273,27.27272727,,-1.203466837,-10.49360942,,-0.242499623,1.806087382,,-1.193089414,-2.199719545,,-0.002979197,6.721764551,,-0.678237134,224.4201168,,0.004358179,46.23593803,,,,,,,,,,,,,,,,,,,0.577350269,,,
346,0.979591837,0.4856,0.52,-0.04,0.4856,0.52,-0.04,0.4856,0.52,-0.04,1,0.5576,0.42,0.16,0.1,,0.3728,0.62,-0.24,0.3728,0.62,-0.24,0.3728,0.62,-0.24,50,25,2.321928095,7.814248603,4423370.62,0,5,2.696343291,6371785.346,2.321928095,4.579533318,2216203.82,0,,4,2.179999597,3194304.487,2.321928095,1.344818033,9037.02,0,2,1.663655902,16823.62682,50,25,0.5232,0.4,0.2,1,2,5,50,0,0,2,3,20,0,0,40,60,2.321928095,1.344818033,9037.02,0,1.663655902,16823.62682,2.321928095,4.579533318,2216203.82,0,2.179999597,3194304.487,2.321928095,7.814248603,4423370.62,0,2.696343291,6371785.346,0.368,0.6,-0.2,0.368,0.6,-0.2,0.368,0.6,-0.2,0.5136,0.48,0.04,0.5136,0.48,0.04,0.5136,0.48,0.04,1.732050808,0.34,0.66,-0.32
350,0.733562329,0.833839998,0.17539352,0.48110824,0.833839998,0.17539352,0.48110824,0.833839998,0.17539352,0.48110824,0.795051074,0.749418009,0.240006491,0,0.003353708,,0.822504971,0.182668902,0.468626804,0.822504971,0.182668902,0.468626804,0.822504971,0.182668902,0.468626804,75.9993509,28100,,36974,0.942581273,,2,192.286245,0.497817729,,619.9628174,0.112763704,,,2,13.23482086,0.203406604,,-1.964848027,2.70E-05,,2,-3.804998298,0.00520058,24.0006491,8874,0.882216864,0.193622546,0.525201183,1,2,124,36974,0,0,123,1,0.806451613,0,0,99.19354839,0.806451613,,2.672039402,0.002488235,,1.885139334,0.049820787,,21.97105142,0.037134202,,4.895902671,0.189093153,,396.9476383,0.15705631,,19.97313612,0.339592713,0.86144777,0.176475361,0.487586785,0.86144777,0.176475361,0.487586785,0.86144777,0.176475361,0.487586785,0.680842499,0.244577271,0.348629458,0.680842499,0.244577271,0.348629458,0.680842499,0.244577271,0.348629458,0,0.784654946,0.225915508,0.39066199
351,0.999977485,0.789668877,0.245645922,0.441164601,0.789668877,0.245645922,0.441164601,0.789668877,0.245645922,0.441164601,0.918295834,0.754885939,0.265084482,0.460377579,1.84E-05,,0.97358027,0.035305435,0.921093441,0.97358027,0.035305435,0.921093441,0.97358027,0.035305435,0.921093441,66.66666667,325710,,4.297153713,6.358384566,,2,1.645472676,1.000000031,,2.008246492,4.039429822,,,2,0.416680607,1.000000001,,-1.166479394,-2.346615409,,2,-1.084553632,0.99999997,33.33333333,162855,0.820950626,0.255398975,0.365538036,1,2,9,488565,0,0,8,1,11.11111111,0,0,88.88888889,11.11111111,,1.130096025,4.032599601,,-0.898610208,0.999999978,,1.948168765,4.594304809,,0.891845561,1.000000002,,3.585921593,5.64162371,,1.46687789,1.000000023,0.984743351,0.038903728,0.913076816,0.984743351,0.038903728,0.913076816,0.984743351,0.038903728,0.913076816,0.958102853,0.036371824,0.917988905,0.958102853,0.036371824,0.917988905,0.958102853,0.036371824,0.917988905,0,0.931501277,0.054371476,0.877176975
354,0.499924391,0.5,0.498832207,0,0.5,0.498832207,0,0.5,0.498832207,0,0.999996065,0.501351393,0.498936596,0.001408513,1.07E-05,,0.825623966,0.232109931,0.535615478,0.825623966,0.232109931,0.535615478,0.825623966,0.232109931,0.535615478,50.11677935,513702,,-1.213944305,2.237961614,,2,0.003976439,1.000000059,,-1.287483724,2.053107219,,,2,-0.000235769,0.999999963,,-1.362078491,1.868702782,,2,-0.002334375,0.999999833,49.88322065,511308,0.505505506,0.490099609,0.019160302,1,2,11,1025010,0,0,10,1,9.090909091,0,0,90.90909091,9.090909091,,-1.360880406,1.87018579,,-0.001752646,0.999999888,,-1.286917911,2.052513859,,-0.000442637,0.999999998,,-1.214133977,2.236642127,,0.000360098,1.000000034,0.792138783,0.277638267,0.444578316,0.792138783,0.277638267,0.444578316,0.792138783,0.277638267,0.444578316,0.675690658,0.324311958,0.351377787,0.675690658,0.324311958,0.351377787,0.675690658,0.324311958,0.351377787,0,0.575577414,0.42444464,0.151109858
357,0.499396105,0.839767147,0.162288892,0.675422215,0.839767147,0.162288892,0.675422215,0.839767147,0.162288892,0.675422215,1,0.789306597,0.210295551,0.579408899,0.001025089,,0.815940056,0.165445356,0.669109289,0.815940056,0.165445356,0.669109289,0.815940056,0.165445356,0.669109289,50,49264,,119.1476203,0.908893938,,2,7.983436209,1.000000124,,34.0241091,-0.3517074,,,2,3.372732061,1,,-1.437548262,-1.465547211,,2,-1.434103355,0.99999985,50,49264,0.852777203,0.194229052,0.611541897,1,2,101,98528,0,0,100,1,0.99009901,0,0,99.00990099,0.99009901,,15.00789468,-0.851469047,,2.408540458,0.999999987,,19.02330957,-0.243816787,,3.305535487,1,,50.90673674,-0.087300823,,4.999708244,1.000000011,0.893989582,0.152636814,0.694726372,0.893989582,0.152636814,0.694726372,0.893989582,0.152636814,0.694726372,0.784716737,0.215278905,0.569442189,0.784716737,0.215278905,0.569442189,0.784716737,0.215278905,0.569442189,0,0.739322867,0.260677168,0.478645664
372,0.119422183,0.851172492,0.571824298,0.262551455,0.851172492,0.571824298,0.262551455,0.851172492,0.571824298,0.262551455,4.176572306,0.688836922,0.584487535,0.21837266,0.007123071,28.67701117,0.779763686,0.540364068,0.361561503,0.779763686,0.540364068,0.361561503,0.779763686,0.540364068,0.361561503,28.47249703,2878,13.30320995,,,4.176572306,10108,,,1.159145458,,,0.145641827,6.958877472,148.5833333,,,0.044247818,,,0.003651082,2,,,0.059358924,6,0.860440304,0.548476454,0.364812365,49,46,72,10108,2699,2699,0,72,68.05555556,26.70162248,0.370855868,0,100,0.375973609,,,0.00718226,,,0.693009827,,,0.016140701,,,0.992261528,,,0.085993215,,,0.499498998,0.71527503,0,0.499498998,0.71527503,0,0.499498998,0.71527503,0,0.618150881,0.691828255,0.131461523,0.618150881,0.691828255,0.131461523,0.618150881,0.691828255,0.131461523,1190.467333,0.638989556,0.709240206,0.199775323
373,0.999120783,,,,,,,,,,2.928453328,,,,0.00032967,,,,,,,,,,,26.64835165,2425,,0.928895945,885.1740659,,9,1.244491308,790.0545039,,0.928895945,885.1740659,,,9,1.244491308,790.0545039,,0.928895945,885.1740659,,9,1.244491308,790.0545039,5.318681319,484,,,,0,9,3,9100,0,0,1,1,0,0,0,33.33333333,33.33333333,,0.928895945,885.1740659,,1.244491308,790.0545039,,0.928895945,885.1740659,,1.244491308,790.0545039,,0.928895945,885.1740659,,1.244491308,790.0545039,,,,,,,,,,,,,,,,,,,0,,,
374,0.930769231,,,,,,,,,,0.95013073,,,,0.022900763,,,,,,,,,,,73.28244275,96,,,,,3,,,,,,,,3,,,,,,,3,,,2.290076336,3,,,,0,3,3,131,0,0,0,1,0,0,0,0,33.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
375,0.998293173,0.931377255,0.149482984,0.830651404,0.931377255,0.149482984,0.830651404,0.931377255,0.149482984,0.830651404,3.132069248,0.699506035,0.739885554,0.141584801,0.001505873,,0.935565814,0.13542817,0.846626111,0.935565814,0.13542817,0.846626111,0.935565814,0.13542817,0.846626111,16.20319245,1614,,3.795248194,20.36432085,,9,1.696885642,15.87883616,,-0.037185758,2.053272292,,,9,0.1098367,1.705551744,,-0.86380081,-0.528715658,,9,-0.377845082,0.097998559,7.850617408,782,0.985117128,0.142555968,0.838430337,0,9,15,9961,0,0,14,1,0,0,0,93.33333333,6.666666667,,-0.482753543,-0.213971785,,-0.272646878,0.152110505,,-0.221060902,-0.035201366,,0.074698865,0.227156017,,-0.138441118,0.373432948,,0.241053254,0.412696429,0.953600559,0.16373858,0.814394103,0.953600559,0.16373858,0.814394103,0.953600559,0.16373858,0.814394103,0.908912767,0.161529967,0.816997169,0.908912767,0.161529967,0.816997169,0.908912767,0.161529967,0.816997169,0,0.989632408,0.018371649,0.979190517
376,0.765625,,,,,,,,,,0.751649946,,,,0.046153846,,,,,,,,,,,78.46153846,51,,,,,2,,,,,,,,2,,,,,,,2,,,21.53846154,14,,,,1,2,3,65,0,0,0,1,33.33333333,0,0,0,33.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
377,0.991652755,0.940868333,0.121666667,0.854,0.940868333,0.121666667,0.854,0.940868333,0.121666667,0.854,2.584962501,0.76097,0.668333333,0.198,0.101666667,,0.937763333,0.126666667,0.848,0.937763333,0.126666667,0.848,0.937763333,0.126666667,0.848,16.66666667,100,,0.598319631,32.22962867,,6,0.933773309,15.60141439,,-0.557406166,30.09216547,,,6,0.0340047,9.751691244,,-1.214884491,28.15420867,,6,-0.69199057,3.495507379,16.66666667,100,0.998423333,0.053333333,0.936,0,6,61,600,0,0,60,1,0,0,0,98.36065574,1.639344262,,-1.117476593,29.72935886,,-0.047022303,5.845370101,,-0.751825196,30.08838474,,0.001865307,9.569689723,,0.03284976,30.45618185,,0.076979244,13.53154523,0.950868333,0.185,0.778,0.950868333,0.185,0.778,0.950868333,0.185,0.778,0.925,0.125,0.85,0.925,0.125,0.85,0.925,0.125,0.85,0,0.979,0.035,0.958
378,0.457537035,0.973829751,0.203867028,0.623530375,0.973829751,0.203867028,0.623530375,0.973829751,0.203867028,0.623530375,1.757753621,0.949540492,0.241971958,0.547238232,0.006897332,10.22437588,0.971610895,0.203301673,0.62471133,0.971610895,0.203301673,0.62471133,0.971610895,0.203301673,0.62471133,65.61510629,5803,10.59883873,,,0.979543223,3890,,,1.99458676,,,0.171917938,10.60196999,163.7704918,,,0,,,0,1,,,2.227498869,197,0.961433959,0.272161918,0.532697764,9,7,61,8844,8844,51515,0,61,14.75409836,100,9.548939357,0,100,0.990110857,,,0.04759557,,,1.303970252,,,0.120394859,,,2.465624372,,,0.199894233,,,0.499827787,0.343848937,0,0.499827787,0.343848937,0,0.499827787,0.343848937,0,0.926041456,0.246947083,0.543501998,0.926041456,0.246947083,0.543501998,0.926041456,0.246947083,0.543501998,584.1293348,0.889127555,0.25226142,0.537792431
379,0.492753623,,,,,,,,,,1.090000524,,,,0.042857143,,,,,,,,,,,52.85714286,37,,,,,3,,,,,,,,3,,,,,,,3,,,1.428571429,1,,,,0,3,3,70,0,0,0,1,0,0,0,0,33.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
380,0.533333333,,,,,,,,,,1.26867947,,,,0.049180328,,,,,,,,,,,63.93442623,39,,,,,3,,,,,,,,3,,,,,,,3,,,11.47540984,7,,,,0,3,3,61,0,0,0,1,0,0,0,0,33.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
381,0.446285409,0.968602772,0.217768871,0.606445678,0.968602772,0.217768871,0.606445678,0.968602772,0.217768871,0.606445678,1.762306184,0.946133239,0.243553774,0.554932816,0.008149633,9.620426854,0.942933079,0.244756179,0.553938405,0.942933079,0.244756179,0.553938405,0.942933079,0.244756179,0.553938405,64.15497662,4802,10.90863391,,,1.061667492,3594,,,2.01723718,,,0.183183783,10.01209479,153.3442623,,,0,,,0,1,,,0.948563794,71,0.95855093,0.27241149,0.537966082,8,7,61,7485,7485,52048,0,61,13.1147541,100,11.39941084,0,100,0.915554282,,,0.04409998,,,1.346960541,,,0.116809593,,,2.376487674,,,0.223910281,,,0.49982637,0.358450234,0,0.49982637,0.358450234,0,0.49982637,0.358450234,0,0.659737687,0.398663995,0.099606952,0.659737687,0.398663995,0.099606952,0.659737687,0.398663995,0.099606952,538.5792385,0.884275282,0.259051436,0.536904184
382,0.168139071,0.790371445,0.548511184,0.288272016,0.790371445,0.548511184,0.288272016,0.790371445,0.548511184,0.288272016,2.758468447,0.764996409,0.554210001,0.277200293,0.008690697,28.22661279,0.794716535,0.552642827,0.289828766,0.794716535,0.552642827,0.289828766,0.794716535,0.552642827,0.289828766,27.61077077,1938,7.915126707,,,0.806540252,488,,,1.919953504,,,0.097725805,18.646331,49.03278689,,,0,,,0,1,,,3.675737285,258,0.738351395,0.681863513,0.206853837,8,8,61,7019,7019,48089,0,61,13.1147541,100,11.23157519,0,100,0.918606251,,,0.020640518,,,1.297317192,,,0.052036475,,,2.433510759,,,0.127260078,,,0.499857677,0.723892292,0,0.499857677,0.723892292,0,0.499857677,0.723892292,0,0.585499077,0.717053711,0.109849716,0.585499077,0.717053711,0.109849716,0.585499077,0.717053711,0.109849716,94.8653374,0.639931963,0.661917652,0.193219249
383,0.150943396,0.936596061,0.14057971,0.837036712,0.936596061,0.14057971,0.837036712,0.936596061,0.14057971,0.837036712,3.032582454,0.696755592,0.595652174,0.258774268,11.97391304,,0.930102641,0.134782609,0.842993426,0.930102641,0.134782609,0.842993426,0.930102641,0.134782609,0.842993426,23.1884058,160,,689.7627406,11.52898551,,10,26.26112776,79.55766128,,247.7145605,0.113425753,,,10,14.24864742,0.838374479,,-1.900752237,0.004347826,,10,-0.594520062,0.065842277,2.028985507,14,0.870671152,0.302898551,0.649940892,0,10,8262,690,0,0,8261,1,0,0,0,99.98789639,0.012103607,,131.6717741,0.008695652,,10.60711364,0.113543076,,218.9939097,0.02173913,,13.85456831,0.226343917,,342.6538058,0.075362319,,17.39655161,0.611370768,0.932231859,0.15942029,0.814343721,0.932231859,0.15942029,0.814343721,0.932231859,0.15942029,0.814343721,0.680085421,0.550724638,0.359090309,0.680085421,0.550724638,0.359090309,0.680085421,0.550724638,0.359090309,0,0.635559272,0.608695652,0.273949883
384,0.480597015,0.850684401,0.163690476,0.651241791,0.850684401,0.163690476,0.651241791,0.850684401,0.163690476,0.651241791,1.506996318,0.751935026,0.270833333,0.208121827,23.52083333,,0.709874162,0.24702381,0.466145983,0.709874162,0.24702381,0.466145983,0.709874162,0.24702381,0.466145983,68.75,231,,335.8674858,51.51488095,,6,18.32493199,465.4340348,,126.2654103,0.421866526,,,6,10.29973129,2.9174189,,-2.006826612,0.008928571,,6,-0.108122888,0.094208633,1.19047619,4,0.727487342,0.511904762,0.302248086,0,6,7903,336,0,0,7902,1,0,0,0,99.98734658,0.012653423,,69.89217239,0.020833333,,7.988647819,0.180592683,,108.6367092,0.0625,,10.41036327,0.448007513,,165.7044963,0.223214286,,12.40857709,1.370302755,0.842789405,0.166666667,0.616594669,0.842789405,0.166666667,0.616594669,0.842789405,0.166666667,0.616594669,0.628636187,0.413690476,0.2289634,0.628636187,0.413690476,0.2289634,0.628636187,0.413690476,0.2289634,0,0.619875164,0.321428571,0.244566575
385,0.246220302,0.96376729,0.0798274,0.892677279,0.96376729,0.0798274,0.892677279,0.96376729,0.0798274,0.892677279,2.227155826,0.789405314,0.418554477,0.406866755,10.92664509,,0.948036875,0.078748652,0.894737906,0.948036875,0.078748652,0.894737906,0.948036875,0.078748652,0.894737906,37.97195254,352,,926.976998,12.06040992,,7,30.44610945,90.00836294,,323.1037884,0.09509295,,,7,16.2437945,0.895262184,,-2.004212001,0.003236246,,7,0.010805135,0.056826545,0.21574973,2,0.938538144,0.161812298,0.785383216,0,7,10129,927,0,0,10128,1,0,0,0,99.99012736,0.009872643,,167.1158637,0.006472492,,12.24012271,0.098438298,,277.0342998,0.017259978,,15.59005477,0.209418025,,421.3492945,0.059331176,,19.34686057,0.545947304,0.965964203,0.126213592,0.828698008,0.965964203,0.126213592,0.828698008,0.965964203,0.126213592,0.828698008,0.768136776,0.354908306,0.527037883,0.768136776,0.354908306,0.527037883,0.768136776,0.354908306,0.527037883,0,0.737447182,0.426105717,0.435655146
386,0.229166667,0.904415786,0.26177437,0.702882438,0.904415786,0.26177437,0.702882438,0.904415786,0.26177437,0.702882438,3.209711995,0.600805688,0.726177437,0.12602818,3.396495071,,0.853866631,0.309967141,0.649376045,0.853866631,0.309967141,0.649376045,0.853866631,0.309967141,0.649376045,17.19605696,157,,898.5846102,2.187294633,,10,29.86694917,4.950741197,,260.153477,0.033749426,,,10,14.42926351,0.233439147,,2.489132638,0.003285871,,10,1.500266985,0.057259627,5.805038335,53,0.90997079,0.308871851,0.649328256,0,10,3101,913,0,0,3100,1,0,0,0,99.96775234,0.032247662,,117.0976745,0.006571742,,10.25620383,0.09907964,,224.4884815,0.013143483,,14.47046192,0.167810828,,351.2320264,0.030668127,,17.89353782,0.28179415,0.857762583,0.400876232,0.540604301,0.857762583,0.400876232,0.540604301,0.857762583,0.400876232,0.540604301,0.6426846,0.636363636,0.279527393,0.6426846,0.636363636,0.279527393,0.6426846,0.636363636,0.279527393,0,0.544389506,0.802847755,0.080469199
387,0.198547215,0.9019861,0.217391304,0.734039516,0.9019861,0.217391304,0.734039516,0.9019861,0.217391304,0.734039516,2.70219994,0.689026944,0.557971014,0.223548324,15.53140097,,0.818751836,0.304347826,0.613456836,0.818751836,0.304347826,0.613456836,0.818751836,0.304347826,0.613456836,31.88405797,132,,413.9192661,20.13768116,,9,20.34403919,155.3789179,,157.537031,0.164240312,,,9,11.45287971,1.065307915,,-1.904151185,0.007246377,,9,-0.585895144,0,1.449275362,6,0.810484548,0.466183575,0.450743437,0,9,6430,414,0,0,6429,1,0,0,0,99.9844479,0.0155521,,80.65837896,0.016908213,,8.665484798,0.162320063,,134.6423834,0.038647343,,11.49404661,0.332859262,,204.7078496,0.115942029,,13.78715122,0.822953357,0.918256444,0.229468599,0.717255807,0.918256444,0.229468599,0.717255807,0.918256444,0.229468599,0.717255807,0.670586586,0.541062802,0.337060178,0.670586586,0.541062802,0.337060178,0.670586586,0.541062802,0.337060178,0,0.599440976,0.603864734,0.208316123
388,0.236453202,0.902524404,0.161764706,0.771935768,0.902524404,0.161764706,0.771935768,0.902524404,0.161764706,0.771935768,2.095822972,0.83335995,0.37254902,0.458243064,28.59313725,,0.891628579,0.161764706,0.768937704,0.891628579,0.161764706,0.768937704,0.891628579,0.161764706,0.768937704,44.60784314,91,,203.9977144,59.6127451,,6,14.28273759,232.0652873,,79.93414979,0.414705714,,,6,8.236886989,2.161722412,,-1.961935906,0.014705882,,6,-0.423902481,0.120668955,2.941176471,6,0.740413886,0.480392157,0.407275638,0,6,5833,204,0,0,5832,1,0,0,0,99.98285616,0.017143837,,46.39779557,0.034313725,,6.382721532,0.24721964,,66.14591222,0.093137255,,8.123033932,0.568393004,,100.7677177,0.289215686,,9.636182931,1.511929731,0.926929766,0.181372549,0.745541584,0.926929766,0.181372549,0.745541584,0.926929766,0.181372549,0.745541584,0.673921181,0.490196078,0.32072456,0.673921181,0.490196078,0.32072456,0.673921181,0.490196078,0.32072456,0,0.567378101,0.5,0.166045449
389,0.122258327,0.893925187,0.257003654,0.710167906,0.893925187,0.257003654,0.710167906,0.893925187,0.257003654,0.710167906,3.577872147,0.696805001,0.644742184,0.20251314,0.812423873,,0.88299817,0.291514413,0.671258072,0.88299817,0.291514413,0.671258072,0.88299817,0.291514413,0.671258072,20.54405197,506,,2449.584192,3.750710516,,17,49.42890857,15.50098836,,406.3270453,0.215979294,,,17,15.72281531,1.190730404,,-1.894934398,0.004466098,,17,-1.428553218,0.066693014,1.542833942,38,0.90865292,0.380024361,0.574999272,0,17,2001,2463,0,0,2000,1,0,0,0,99.95002499,0.049975012,,129.7471805,0.049127081,,9.752111072,0.404795786,,241.318115,0.105968331,,13.27132897,0.724502272,,497.4555688,0.247969955,,19.28924518,1.334595079,0.910988164,0.304912708,0.653299378,0.910988164,0.304912708,0.653299378,0.910988164,0.304912708,0.653299378,0.691510222,0.557856273,0.373309832,0.691510222,0.557856273,0.373309832,0.691510222,0.557856273,0.373309832,0,0.717040071,0.523751523,0.41854343
390,0.99550068,0.860089292,0.360535677,0.627935766,0.860089292,0.360535677,0.627935766,0.860089292,0.360535677,0.627935766,5.264920369,0.665552927,0.905628793,0.049368706,2.807386483,,0.857606249,0.340133919,0.648854937,0.857606249,0.340133919,0.648854937,0.857606249,0.340133919,0.648854937,7.281858129,696,,9555.45231,2.930947897,,44,97.74558702,62.54503153,,2760.110626,0.023483471,,,44,46.13542944,0.3052095,,-1.793751172,0.000313873,,44,0.454559361,0.017714613,1.088093743,104,0.871275795,0.434819,0.552011121,0,44,26833,9558,0,0,26832,1,0,0,0,99.99627325,0.003726754,,1142.872794,0.000627746,,30.87232077,0.030678685,,2385.748901,0.00167399,,46.24585747,0.059615894,,3703.381252,0.007114459,,57.50670262,0.163221561,0.908667649,0.360326428,0.62788164,0.908667649,0.360326428,0.62788164,0.908667649,0.360326428,0.62788164,0.603879918,0.769721699,0.206921769,0.603879918,0.769721699,0.206921769,0.603879918,0.769721699,0.206921769,0,0.651453478,0.675768989,0.302653601
391,0.342648037,0.848984546,0.261968085,0.647935055,0.848984546,0.261968085,0.647935055,0.848984546,0.261968085,0.647935055,2.635230269,0.675795473,0.462765957,0.296397443,1.919547872,,0.816747241,0.299867021,0.596572282,0.816747241,0.299867021,0.596572282,0.816747241,0.299867021,0.596572282,40.42553191,608,,1455.603276,2.346409574,,13,37.8953148,4.024419854,,300.0745685,0.02964398,,,13,15.42816504,0.176125787,,8.662099958,0.001994681,,13,2.609967925,0.044632125,0.731382979,11,0.861996176,0.414893617,0.487223422,0,13,2887,1504,0,0,2886,1,0,0,0,99.96536197,0.034638033,,113.3551937,0.003324468,,9.968967108,0.063126365,,246.4933556,0.00731383,,15.27266329,0.102811325,,466.8707963,0.021941489,,20.51557355,0.18939194,0.864974229,0.295212766,0.600491058,0.864974229,0.295212766,0.600491058,0.864974229,0.295212766,0.600491058,0.704965758,0.473404255,0.38599503,0.704965758,0.473404255,0.38599503,0.704965758,0.473404255,0.38599503,0,0.738244587,0.407579787,0.462699371
